clave_propuesta,archivo,linea,tipo,texto_original,texto_con_marcadores,tiene_interpolacion,duplicado_de_n_sitios
services-settings-view.orden-busqueda-caratula,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,69,Text,Orden de búsqueda de carátula,Orden de búsqueda de carátula,no,
services-settings-view.se-agregan-solo-si-te-faltan,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,130,Text,Se agregan solo si te faltan caratulas: lo de arriba ya cubre el caso normal.,Se agregan solo si te faltan caratulas: lo de arriba ya cubre el caso normal.,no,
services-settings-view.se-investigaron-no-se-van-integrar,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,159,Text,Se investigaron y NO se van a integrar. Queda escrito para no volver a evaluarlas.,Se investigaron y NO se van a integrar. Queda escrito para no volver a evaluarlas.,no,
services-settings-view.texto,studio/AuraStudio/Sources/AuraStudio/Views/ServicesSettingsView.swift,77,Text,\(index + 1),%@,sí,
settings-section-view.actualizaciones-aura-studio,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,236,Text,Actualizaciones de Aura Studio,Actualizaciones de Aura Studio,no,
settings-section-view.aqui-vive-catalogo-tu-biblioteca-funcion,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,89,Text,"Aquí vive el catálogo de tu biblioteca -- funciona aunque el iPod no esté conectado, y se sincroniza al conectarlo. Que además copie tus archivos aquí depende del ajuste de abajo.","Aquí vive el catálogo de tu biblioteca -- funciona aunque el iPod no esté conectado, y se sincroniza al conectarlo. Que además copie tus archivos aquí depende del ajuste de abajo.",no,
settings-section-view.avisarme-tambien-versiones-beta,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,257,Toggle,Avisarme también de versiones beta,Avisarme también de versiones beta,no,
settings-section-view.bibliotecas-vinculadas,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,170,Text,Bibliotecas vinculadas,Bibliotecas vinculadas,no,
settings-section-view.buscar-actualizaciones,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,242,Button,Buscar actualizaciones,Buscar actualizaciones,no,
settings-section-view.cambiar,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,104,Button,Cambiar...,Cambiar...,no,
settings-section-view.carpeta-biblioteca-aura,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,88,Text,Carpeta de la biblioteca Aura,Carpeta de la biblioteca Aura,no,
settings-section-view.carpetas-externas-que-arrastraste-aura-c,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,171,Text,"Carpetas externas que arrastraste a Aura con ""Crear copias de los medios..."" apagado -- Aura no copia nada de ahí, solo las recuerda acá. Quitar una carpeta de esta lista no borra ni desvincula lo que ya importaste desde ella, solo deja de mostrarla.","Carpetas externas que arrastraste a Aura con ""Crear copias de los medios..."" apagado -- Aura no copia nada de ahí, solo las recuerda acá. Quitar una carpeta de esta lista no borra ni desvincula lo que ya importaste desde ella, solo deja de mostrarla.",no,
settings-section-view.crear-copias-medios-biblioteca-aura,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,111,Toggle,Crear copias de los medios en la Biblioteca de Aura,Crear copias de los medios en la Biblioteca de Aura,no,
settings-section-view.dejar-mostrar-esta-carpeta-aca,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,198,.help,Dejar de mostrar esta carpeta acá,Dejar de mostrar esta carpeta acá,no,
settings-section-view.hay-version-nueva-aviso-esta-al,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,273,Text,Hay una versión nueva: \(update.version.releaseString). El aviso está al pie de la ventana.,Hay una versión nueva: %@. El aviso está al pie de la ventana.,sí,
settings-section-view.hoy-todas-versiones-publicadas-aura-stud,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,258,Text,"Hoy todas las versiones publicadas de Aura Studio son beta, así que conviene dejarlo activado. Aura Studio nunca se actualiza sola: solo te avisa y te deja bajar el instalador.","Hoy todas las versiones publicadas de Aura Studio son beta, así que conviene dejarlo activado. Aura Studio nunca se actualiza sola: solo te avisa y te deja bajar el instalador.",no,
settings-section-view.no-se-pudo-comprobar,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,278,Text,No se pudo comprobar: \(reason),No se pudo comprobar: %@,sí,
settings-section-view.todavia-no-arrastraste-ninguna-carpeta-c,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,177,Text,Todavía no arrastraste ninguna carpeta con ese ajuste apagado.,Todavía no arrastraste ninguna carpeta con ese ajuste apagado.,no,
settings-section-view.version-instalada,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,239,Text,Versión instalada: \(AppVersion.current),Versión instalada: %@,sí,
settings-section-view.ya-tienes-version-mas-nueva,studio/AuraStudio/Sources/AuraStudio/Views/SettingsSectionView.swift,270,Text,Ya tienes la versión más nueva.,Ya tienes la versión más nueva.,no,
similar-items-detector.d-02d,studio/AuraStudio/Sources/AuraStudio/Services/SimilarItemsDetector.swift,472,String(format:),%d:%02d,%d:%02d,no,3
similar-items-detector.d-02d,studio/AuraStudio/Sources/AuraStudio/Views/MediaSectionView.swift,1303,String(format:),%d:%02d,%d:%02d,no,3
similar-items-detector.d-02d,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,443,String(format:),%d:%02d,%d:%02d,no,3
similar-items-view.aplica-solo-estos-cambios-artista-album,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,357,.help,Aplica solo estos cambios de artista/álbum/título. No elimina nada.,Aplica solo estos cambios de artista/álbum/título. No elimina nada.,no,
similar-items-view.aplicar-metadata-sugerida,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,345,Button,Aplicar la metadata sugerida,Aplicar la metadata sugerida,no,
similar-items-view.buscando-parecidos,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,160,Text,Buscando parecidos...,Buscando parecidos...,no,
similar-items-view.canciones-videos-o-fotos-que-parecen,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,127,Text,"Canciones, videos o fotos que parecen estar dos veces en tu biblioteca, con distinta metadata o distinto formato.","Canciones, videos o fotos que parecen estar dos veces en tu biblioteca, con distinta metadata o distinto formato.",no,
similar-items-view.comparando-titulos-artistas-duraciones-t,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,198,Text,"Comparando títulos, artistas, duraciones y tamaños...","Comparando títulos, artistas, duraciones y tamaños...",no,
similar-items-view.confianza,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,140,Picker,Confianza,Confianza,no,
similar-items-view.conservar-marcado-eliminar-resto,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,365,Label,Conservar el marcado y eliminar el resto,Conservar el marcado y eliminar el resto,no,
similar-items-view.editar,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,462,Button,Editar...,Editar...,no,
similar-items-view.elementos,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,315,Text,Elementos,Elementos,no,
similar-items-view.elementos-similares,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,125,Text,Elementos similares,Elementos similares,no,
similar-items-view.elige-grupo-lista,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,61,Text,Elige un grupo de la lista.,Elige un grupo de la lista.,no,
similar-items-view.eliminar-elementos-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,87,Text,"¿Eliminar \(losers.count == 1 ? ""1 elemento"" : ""\(losers.count) elementos"") de la biblioteca?",¿Eliminar %lld de la biblioteca?,sí,
similar-items-view.eliminar-solo-este,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,463,Button,Eliminar solo este,Eliminar solo este,no,
similar-items-view.fotos,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,136,Text,Fotos,Fotos,no,
similar-items-view.hay-grupo-s-ignorado-s,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,212,Text,Hay \(preferences.ignoredSimilarGroups.count) grupo(s) ignorado(s).,Hay %lld grupo(s) ignorado(s).,sí,
similar-items-view.ignorar-este-grupo,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,367,Button,Ignorar este grupo,Ignorar este grupo,no,
similar-items-view.metadata-sugerida,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,324,Text,Metadata sugerida,Metadata sugerida,no,
similar-items-view.musica,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,134,Text,Música,Música,no,
similar-items-view.no-son-lo-mismo-no-volver,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,372,.help,No son lo mismo: no volver a mostrar este grupo.,No son lo mismo: no volver a mostrar este grupo.,no,
similar-items-view.por-que-se-parecen,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,294,Text,Por qué se parecen,Por qué se parecen,no,
similar-items-view.probables-duplicados,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,142,Text,Probables y duplicados,Probables y duplicados,no,
similar-items-view.se-conserva-archivos-que-viven-dentro,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,88,Text,Se conserva «\(keptTitle)». Los archivos que viven dentro de la carpeta de la biblioteca se borran; los originales fuera de ella no se tocan.,Se conserva «%@». Los archivos que viven dentro de la carpeta de la biblioteca se borran; los originales fuera de ella no se tocan.,sí,
similar-items-view.solo-duplicados,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,141,Text,Solo duplicados,Solo duplicados,no,
similar-items-view.sugerencia,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,304,Label,Sugerencia,Sugerencia,no,
similar-items-view.sugerido,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,417,Text,sugerido,sugerido,no,
similar-items-view.texto,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,330,Text,«\(edit.currentValue)»,«%@»,sí,
similar-items-view.texto-2,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,336,Text,«\(edit.proposedValue)»,«%@»,sí,
similar-items-view.todo,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,133,Text,Todo,Todo,no,
similar-items-view.todos-parecidos,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,143,Text,Todos los parecidos,Todos los parecidos,no,
similar-items-view.video,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,135,Text,Video,Video,no,
similar-items-view.volver-buscar,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,149,Label,Volver a buscar,Volver a buscar,no,
similar-items-view.volver-mostrar-ignorados,studio/AuraStudio/Sources/AuraStudio/Views/SimilarItemsView.swift,174,Button,Volver a mostrar los ignorados (\(preferences.ignoredSimilarGroups.count)),Volver a mostrar los ignorados (%lld),sí,
sync-sheets.antes-sincronizar,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,23,Text,Antes de sincronizar,Antes de sincronizar,no,
sync-sheets.archivo-s-importado-s-revisalos-musica,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,104,Text,\(importedCount) archivo(s) importado(s) -- revísalos en Música/Video/Fotos.,%lld archivo(s) importado(s) -- revísalos en Música/Video/Fotos.,sí,
sync-sheets.archivo-s-se-modificaron-ipod-fuera,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,28,Text,\(modifiedSourcePaths.count) archivo(s) se modificaron en el iPod fuera de Aura Studio.,%lld archivo(s) se modificaron en el iPod fuera de Aura Studio.,sí,
sync-sheets.aura-studio-nunca-escribio-estos-archivo,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,97,Text,Aura Studio nunca escribió estos archivos -- no forman parte de tu biblioteca. Puedes importarlos (se copian a tu Mac y pasan a ser parte de tu biblioteca) o eliminarlos del iPod.,Aura Studio nunca escribió estos archivos -- no forman parte de tu biblioteca. Puedes importarlos (se copian a tu Mac y pasan a ser parte de tu biblioteca) o eliminarlos del iPod.,no,
sync-sheets.conservar-ipod,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,31,Text,Conservar los del iPod,Conservar los del iPod,no,
sync-sheets.contenido-solo-ipod,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,90,Text,Contenido solo en el iPod,Contenido solo en el iPod,no,
sync-sheets.eliminar-ipod,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,122,Button,Eliminar del iPod,Eliminar del iPod,no,
sync-sheets.esta-accion-no-se-puede-deshacer,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,136,Text,Esta acción no se puede deshacer.,Esta acción no se puede deshacer.,no,
sync-sheets.importar-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,120,Button,Importar a la biblioteca,Importar a la biblioteca,no,
sync-sheets.quitar-ipod-elemento-s-que-ya,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,41,Toggle,Quitar del iPod los \(index.orphanedRecords.count) elemento(s) que ya no están en tu biblioteca,Quitar del iPod los %lld elemento(s) que ya no están en tu biblioteca,sí,
sync-sheets.reemplazar-con-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,32,Text,Reemplazar con la biblioteca,Reemplazar con la biblioteca,no,
sync-sheets.se-eliminaran-ipod-tu-biblioteca-mac,studio/AuraStudio/Sources/AuraStudio/Views/SyncSheets.swift,43,Text,Se eliminarán del iPod. Tu biblioteca en la Mac no cambia.,Se eliminarán del iPod. Tu biblioteca en la Mac no cambia.,no,
themes-view.carpeta-con-fonts-e-icons-masks,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,236,Text,"Una carpeta con fonts/ e icons/masks/ ya generados -- por ejemplo, la salida de design-system/generate.py del firmware, o ~/Aura-local/theme-apple-source/design-system-out/.","Una carpeta con fonts/ e icons/masks/ ya generados -- por ejemplo, la salida de design-system/generate.py del firmware, o ~/Aura-local/theme-apple-source/design-system-out/.",no,
themes-view.carpeta-origen,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,227,Section,Carpeta de origen,Carpeta de origen,no,
themes-view.construir-e-instalar,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,260,Button,Construir e instalar,Construir e instalar,no,
themes-view.construir-tema-nuevo,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,135,Button,Construir tema nuevo…,Construir tema nuevo…,no,
themes-view.elegir,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,234,Button,Elegir…,Elegir…,no,
themes-view.entendido,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,158,Button,Entendido,Entendido,no,
themes-view.este-tema-se-construye-solo-para,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,247,Text,Este tema se construye solo para tu propio iPod: no lo compartas ni lo distribuyas -- la licencia de esos assets no lo permite fuera de tu dispositivo. Aura Studio nunca incluye ni descarga estos archivos; solo usa los que tu Mac ya tiene.,Este tema se construye solo para tu propio iPod: no lo compartas ni lo distribuyas -- la licencia de esos assets no lo permite fuera de tu dispositivo. Aura Studio nunca incluye ni descarga estos archivos; solo usa los que tu Mac ya tiene.,no,
themes-view.esto-borra-tema-ipod-si-estaba,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,173,Text,"Esto borra el tema del iPod. Si estaba activo, Aura vuelve a ser el tema integrado.","Esto borra el tema del iPod. Si estaba activo, Aura vuelve a ser el tema integrado.",no,
themes-view.no-se-pudo-completar-operacion,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,154,.alert,No se pudo completar la operación,No se pudo completar la operación,no,
themes-view.se-aplican-ipod-al-arrancar-tema,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,124,Text,Se aplican en el iPod al arrancar. Un tema que no carga (formato incompatible o archivos faltantes) aparece atenuado -- el firmware nunca finge soportar lo que no tiene.,Se aplican en el iPod al arrancar. Un tema que no carga (formato incompatible o archivos faltantes) aparece atenuado -- el firmware nunca finge soportar lo que no tiene.,no,
themes-view.tema,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,240,Section,Tema,Tema,no,
themes-view.temas,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,129,.navigationTitle,Temas,Temas,no,
themes-view.usa-tipografias-o-simbolos-con-licencia,studio/AuraStudio/Sources/AuraStudio/Views/ThemesView.swift,245,Toggle,"Usa tipografías o símbolos con licencia restringida (por ejemplo, SF Pro o SF Symbols)","Usa tipografías o símbolos con licencia restringida (por ejemplo, SF Pro o SF Symbols)",no,
video-settings-view.formato-video,studio/AuraStudio/Sources/AuraStudio/Views/VideoSettingsView.swift,19,Text,Formato de video,Formato de video,no,
video-settings-view.organizar-por-categoria-biblioteca,studio/AuraStudio/Sources/AuraStudio/Views/VideoSettingsView.swift,9,Toggle,Organizar por categoría en la biblioteca,Organizar por categoría en la biblioteca,no,
video-settings-view.separa-tus-videos-videos-series-pelicula,studio/AuraStudio/Sources/AuraStudio/Views/VideoSettingsView.swift,10,Text,"Separa tus videos en Videos, Series y Películas para encontrarlos más fácil DENTRO de Aura Studio (la categoría se sugiere sola por duración al importar -- salvo ""Series"", que no tiene una heurística confiable y siempre se asigna a mano -- y se puede corregir en Biblioteca → Video). No cambia dónde quedan en el iPod: ahí siempre se copian juntos en ""Videos"", porque el reproductor del iPod todavía no navega por subcarpetas.","Separa tus videos en Videos, Series y Películas para encontrarlos más fácil DENTRO de Aura Studio (la categoría se sugiere sola por duración al importar -- salvo ""Series"", que no tiene una heurística confiable y siempre se asigna a mano -- y se puede corregir en Biblioteca → Video). No cambia dónde quedan en el iPod: ahí siempre se copian juntos en ""Videos"", porque el reproductor del iPod todavía no navega por subcarpetas.",no,
video-settings-view.todo-video-se-convierte-320x240-mpeg,studio/AuraStudio/Sources/AuraStudio/Views/VideoSettingsView.swift,20,Text,"Todo video se convierte a 320x240 MPEG-1/2 al sincronizar -- es el único formato que el iPod con Aura puede reproducir a velocidad completa (el chip de este iPod no puede decodificar H.264 ni formatos modernos). No es una preferencia: es una limitación real del hardware de 2007, así que aquí no hay nada que elegir.","Todo video se convierte a 320x240 MPEG-1/2 al sincronizar -- es el único formato que el iPod con Aura puede reproducir a velocidad completa (el chip de este iPod no puede decodificar H.264 ni formatos modernos). No es una preferencia: es una limitación real del hardware de 2007, así que aquí no hay nada que elegir.",no,
welcome-view.entiendo-que-arranque-apple-se-borra,studio/AuraStudio/Sources/AuraStudio/Views/WelcomeView.swift,45,Toggle,Entiendo que el arranque de Apple se borra,Entiendo que el arranque de Apple se borra,no,
welcome-view.firmware-original-apple-se-borra-arranqu,studio/AuraStudio/Sources/AuraStudio/Views/WelcomeView.swift,42,Text,"El firmware original de Apple se borra del arranque del iPod. Una vez instalado, el iPod solo arranca \(firmwareName); para volver a Apple hay que restaurarlo con iTunes/Finder desde cero. (El dual boot necesita un iPod en formato ""winpod"" -- restaurado desde Windows --, y un iPod restaurado desde Mac no lo es, asi que Aura Studio ya no lo ofrece.)","El firmware original de Apple se borra del arranque del iPod. Una vez instalado, el iPod solo arranca %@; para volver a Apple hay que restaurarlo con iTunes/Finder desde cero. (El dual boot necesita un iPod en formato ""winpod"" -- restaurado desde Windows --, y un iPod restaurado desde Mac no lo es, asi que Aura Studio ya no lo ofrece.)",sí,
welcome-view.marca-casilla-arriba-para-continuar,studio/AuraStudio/Sources/AuraStudio/Views/WelcomeView.swift,51,Label,Marca la casilla de arriba para continuar.,Marca la casilla de arriba para continuar.,no,
